Test Loss,Test Accuracy,Precision,Recall,Specificity
0.6291548609733582,0.59375,0.6296296,0.85,null
0.6054496765136719,0.65625,0.6956522,0.8,null
0.6595250964164734,0.65625,0.6451613,1.0,null
0.5792996287345886,0.6756756901741028,0.71428573,0.8333333,null
0.6593175530433655,0.6486486196517944,0.6486486,1.0,null
0.3992738425731659,0.8393782377243042,0.7881356,0.93939394,null
0.4763069450855255,0.772020697593689,0.9230769,0.6060606,0.9468085106382979
0.6510436534881592,0.621761679649353,0.825,0.33333334,0.925531914893617
